Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0.9779737929154397,0.990023640757163,-0.012865663360422282,-0.024455166802859484,-0.047120248478866915,-0.8779048237880603,0.22911793017099094
0.9783550604477663,0.9900054587437428,-0.01319983643373082,-0.02436679973283712,-0.04825474559254826,-0.875045383320431,0.2344151067219949
0.9787383994374477,0.9899867438117909,-0.013534716543676828,-0.024275928738626232,-0.049385226792393044,-0.8721213591599333,0.23967661126415737
0.9791238472778768,0.989967490980537,-0.013870299505679902,-0.024182536854926828,-0.05051153128602597,-0.869133438540178,0.24490131297089612
0.9795114407583805,0.9899476952618652,-0.014206580146230226,-0.024086607344600084,-0.05163349755162403,-0.8660823439054242,0.25008808504296326
0.9799012161129907,0.9899273516630097,-0.014543552357900663,-0.02398812371480108,-0.05275096372021649,-0.8629688325449111,0.25523580701976295
0.9802932092377327,0.9899064551797931,-0.014881209299340288,-0.023887069687216222,-0.05386376842867732,-0.8597936947309186,0.2603433692310321
0.9806874556141031,0.9898850008045113,-0.015219543340337345,-0.023783429239134117,-0.05497175081582994,-0.8565577540583637,0.2654096732694777
0.9810839899372764,0.9898629835508337,-0.01555854575717978,-0.023677186726232324,-0.0560747497149138,-0.8532618702262228,0.270433628826412
0.9814828468222268,0.9898403984194679,-0.015898207352404516,-0.023568326719078152,-0.05717260586232164,-0.8499069328393662,0.2754141642887559
0.9818840600138468,0.9898172404462662,-0.01623851779480224,-0.02345683423731873,-0.05826515993028338,-0.8464938675093234,0.2803502182804966
0.9822876634887285,0.9897935046431694,-0.01657946657101202,-0.023342694467104436,-0.05935225576468607,-0.8430236259736732,0.285240754806231
0.9826936900835229,0.9897691860813688,-0.01692104183844915,-0.023225893163057818,-0.06043373687288895,-0.8394971971359768,0.29008474786361416
0.9831021725587037,0.989744279833499,-0.017263231343617652,-0.02310641637136917,-0.061509449531905604,-0.8359155972862776,0.29488119593585654
0.9835131435792384,0.9897187809766386,-0.017606022417001148,-0.022984250445919556,-0.06257924289813488,-0.8322798693383927,0.29962912284250653
0.9839266350435177,0.9896926846368574,-0.01794940142866816,-0.022859382262836746,-0.06364296744872076,-0.8285910878650998,0.3043275712264973
0.9843426789118019,0.9896659859409455,-0.018293354496120722,-0.02273179898997139,-0.06470047732973333,-0.8248503508276718,0.30897561337573837
0.9847613065247637,0.9896386800620706,-0.01863786693437187,-0.022601488305979172,-0.06575162877808646,-0.8210587846246512,0.3135723446153342
0.9851825493945779,0.9896107621712995,-0.01898292392524396,-0.022468438169152383,-0.06679628229256687,-0.817217535882,0.3181168931785511
0.9856064387763311,0.989582227466812,-0.019328510176807173,-0.022332636957475466,-0.06783430168309969,-0.8133277741347514,0.32260841630684456
0.9860330055192544,0.9895530711864569,-0.019674609819422456,-0.022194073528258647,-0.06886555386484883,-0.8093906920327236,0.32704609967268516
0.9864622808666018,0.9895232885548383,-0.02002120706966165,-0.022052736966608144,-0.06988991092180048,-0.805407496722381,0.33142916651203436
0.9868942958383486,0.9894928748259076,-0.020368285739540762,-0.021908616788155692,-0.07090724869702443,-0.8013794142187587,0.33575687171166263
0.9873290813244792,0.9894618252781758,-0.020715829327172454,-0.021761702915853293,-0.07191744713083345,-0.7973076872589516,0.3400285034629745
0.9877666685276788,0.9894301351838041,-0.021063821382430743,-0.021611985533478283,-0.0729203913685694,-0.7931935698160902,0.34424338807830757
0.9882070888518014,0.9893977998159429,-0.021412245424354076,-0.02145945512061571,-0.073915971532352,-0.7890383267488851,0.34840088905588124
0.9886503738454057,0.9893648144525853,-0.021761084904366238,-0.021304102470785662,-0.0749040826273907,-0.7848432329574639,0.3525004067169595
0.9890965553613019,0.9893311743643248,-0.022110323339398632,-0.021145918633649938,-0.07588462492198882,-0.7806095705014153,0.35654137978364403
0.9895456657023405,0.9892968748022016,-0.022459944430111577,-0.02098489485805308,-0.07685750425972736,-0.7763386258365341,0.3605232865943872
0.989997737516052,0.9892619110042283,-0.022809931981223677,-0.020821022622999542,-0.0778226318040644,-0.7720316894507968,0.3644456439418451
